# Every migration apps/api ships, generated by apps/api-go/tools/generate_migration_list.py. Columns: app	name. Do not edit by hand.
db	0001_initial
db	0002_auto_20221104_2239
db	0003_auto_20221109_2320
db	0004_alter_state_sequence
db	0005_auto_20221114_2127
db	0006_alter_cycle_status
db	0007_label_parent
db	0008_label_colour
db	0009_auto_20221208_0310
db	0010_auto_20221213_0037
db	0011_auto_20221222_2357
db	0012_auto_20230104_0117
db	0013_auto_20230107_0041
db	0014_alter_workspacememberinvite_unique_together
db	0015_auto_20230107_1636
db	0016_auto_20230107_1735
db	0017_alter_workspace_unique_together
db	0018_auto_20230130_0119
db	0019_auto_20230131_0049
db	0020_auto_20230214_0118
db	0021_auto_20230223_0104
db	0022_auto_20230307_0304
db	0023_auto_20230316_0040
db	0024_auto_20230322_0138
db	0025_auto_20230331_0203
db	0026_alter_projectmember_view_props
db	0027_auto_20230409_0312
db	0028_auto_20230414_1703
db	0029_auto_20230502_0126
db	0030_alter_estimatepoint_unique_together
db	0031_analyticview
db	0032_auto_20230520_2015
db	0033_auto_20230618_2125
db	0034_auto_20230628_1046
db	0035_auto_20230704_2225
db	0036_alter_workspace_organization_size
db	0037_issue_archived_at_project_archive_in_and_more
db	0038_auto_20230720_1505
db	0039_auto_20230723_2203
db	0040_projectmember_preferences_user_cover_image_and_more
db	0041_cycle_sort_order_issuecomment_access_and_more
db	0042_alter_analyticview_created_by_and_more
db	0043_alter_analyticview_created_by_and_more
db	0044_auto_20230913_0709
db	0045_issueactivity_epoch_workspacemember_issue_props_and_more
db	0046_label_sort_order_alter_analyticview_created_by_and_more
db	0047_webhook_apitoken_description_apitoken_expired_at_and_more
db	0048_auto_20231116_0713
db	0049_auto_20231116_0713
db	0050_user_use_case_alter_workspace_organization_size
db	0051_cycle_external_id_cycle_external_source_and_more
db	0052_auto_20231220_1141
db	0053_auto_20240102_1315
db	0054_dashboard_widget_dashboardwidget
db	0055_auto_20240108_0648
db	0056_usernotificationpreference_emailnotificationlog
db	0057_auto_20240122_0901
db	0058_alter_moduleissue_issue_and_more
db	0059_auto_20240208_0957
db	0060_cycle_progress_snapshot
db	0061_project_logo_props
db	0062_cycle_archived_at_module_archived_at_and_more
db	0063_state_is_triage_alter_state_group
db	0064_auto_20240409_1134
db	0065_auto_20240415_0937
db	0066_account_id_token_cycle_logo_props_module_logo_props
db	0067_issue_estimate
db	0068_remove_pagelabel_project_remove_pagelog_project_and_more
db	0069_alter_account_provider_and_more
db	0070_apitoken_is_service_exporterhistory_filters_and_more
db	0071_rename_issueproperty_issueuserproperty_and_more
db	0072_issueattachment_external_id_and_more
db	0073_alter_commentreaction_unique_together_and_more
db	0074_deploy_board_and_project_issues
db	0075_alter_fileasset_asset
db	0076_alter_projectmember_role_and_more
db	0077_draftissue_cycle_user_timezone_project_user_timezone_and_more
db	0078_fileasset_comment_fileasset_entity_type_and_more
db	0079_auto_20241009_0619
db	0080_fileasset_draft_issue_alter_fileasset_entity_type
db	0081_remove_globalview_created_by_and_more
db	0082_alter_issue_managers_alter_cycleissue_issue_and_more
db	0083_device_workspace_timezone_and_more
db	0084_remove_label_label_unique_name_project_when_deleted_at_null_and_more
db	0085_intake_intakeissue_remove_inboxissue_created_by_and_more
db	0086_issueversion_alter_teampage_unique_together_and_more
db	0087_remove_issueversion_description_and_more
db	0088_sticky_sort_order_workspaceuserlink
db	0089_workspacehomepreference_and_more
db	0090_rename_dashboard_deprecateddashboard_and_more
db	0091_issuecomment_edited_at_and_more
db	0092_alter_deprecateddashboardwidget_unique_together_and_more
db	0093_page_moved_to_page_page_moved_to_project_and_more
db	0094_auto_20250425_0902
db	0095_page_external_id_page_external_source
db	0096_user_is_email_valid_user_masked_at
db	0097_project_external_id_project_external_source
db	0098_profile_is_app_rail_docked_and_more
db	0099_profile_background_color_profile_goals_and_more
db	0100_profile_has_marketing_email_consent_and_more
db	0101_description_descriptionversion
db	0102_page_sort_order_pagelog_entity_type_and_more
db	0103_fileasset_asset_entity_type_idx_and_more
db	0104_cycleuserproperties_rich_filters_and_more
db	0105_alter_project_cycle_view_and_more
db	0106_auto_20250912_0845
db	0107_migrate_filters_to_rich_filters
db	0108_alter_issueactivity_issue_comment
db	0109_issuecomment_description_and_parent_id
db	0110_workspaceuserproperties_navigation_control_preference_and_more
db	0111_notification_notif_receiver_status_idx_and_more
db	0112_auto_20251124_0603
db	0113_webhook_version
db	0114_projectuserproperty_delete_issueuserproperty_and_more
db	0115_auto_20260105_1406
db	0116_workspacemember_explored_features_and_more
db	0117_rename_description_draftissue_description_json_and_more
db	0118_remove_workspaceuserproperties_product_tour_and_more
db	0119_alter_estimatepoint_key
db	0120_issueview_archived_at
db	0121_alter_estimate_type
db	0122_alter_draftissue_assignees_alter_issue_assignees_and_more
license	0001_initial
license	0002_rename_version_instance_current_version_and_more
license	0003_alter_changelog_title_alter_changelog_version_and_more
license	0004_changelog_deleted_at_instance_deleted_at_and_more
license	0005_rename_product_instance_edition_and_more
license	0006_instance_is_current_version_deprecated
